ID,Text
NDS_029-m-z.eaf,ну
NDS_029-m-z.eaf,увлёкся
NDS_029-m-z.eaf,и не следил за временем.
NDS_029-m-z.eaf,Тут ээ я пришёл домой
NDS_029-m-z.eaf,и раздался звонок.
NDS_029-m-z.eaf,Я поднял трубку
NDS_029-m-z.eaf,и ну мама мне говорила
NDS_029-m-z.eaf,что Мы сейчас придём через минут десять.
NDS_029-m-z.eaf,Я тогда посмотрел на время
NDS_029-m-z.eaf,и увидел
NDS_029-m-z.eaf,что ну я перегулял.
NDS_029-m-z.eaf,Я бросился делать уроки
NDS_029-m-z.eaf,н но тут ээ раздался звонок в дверь.
NDS_029-m-z.eaf,ээ Я посмотрел в глазок
NDS_029-m-z.eaf,и там зашли родители.
NDS_029-m-z.eaf,А я
NDS_029-m-z.eaf,ну с недоделанными у ну уроками
NDS_029-m-z.eaf,ээ извинился перед ними
NDS_029-m-z.eaf,и они меня простили.
NDS_030-f-z.eaf,Мне приснилось
NDS_030-f-z.eaf,как ка как я
NDS_030-f-z.eaf,как мне мама ночью положила в портфель куклу
NDS_030-f-z.eaf,которую я очень хотела.
NDS_030-f-z.eaf,Вот
NDS_030-f-z.eaf,утром
NDS_030-f-z.eaf,когда мама мне обычно даёт попить
NDS_030-f-z.eaf,она мне дала бутылку
NDS_030-f-z.eaf,и я её начала класть.
NDS_030-f-z.eaf,И вдруг я увидела какую-то коробку.
NDS_030-f-z.eaf,С бантиком сверху.
NDS_030-f-z.eaf,Вся запечатанная в бумагу.
NDS_030-f-z.eaf,Я её ра
NDS_030-f-z.eaf,Я её раскрыла
NDS_030-f-z.eaf,а там оказалась кукла.
NDS_030-f-z.eaf,Причем не просто кукла
NDS_030-f-z.eaf,я увидела куклу
NDS_030-f-z.eaf,как-то раскрыла коробку
NDS_030-f-z.eaf,а там оказалась ещё куча-куча всего:
NDS_030-f-z.eaf,какие-то разные стульчики
NDS_030-f-z.eaf,мм эээ приборы разные столовые
NDS_030-f-z.eaf,кровать
NDS_030-f-z.eaf,стол
NDS_030-f-z.eaf,стул
NDS_030-f-z.eaf,лампа
NDS_030-f-z.eaf,прихожая...
NDS_030-f-z.eaf,Больше ничего.
NDS_031-f-z.eaf,Там была пло площадка танцевальная
NDS_031-f-z.eaf,мы протанц все оттанцевали
NDS_031-f-z.eaf,и пош разошлись по домам
NDS_031-f-z.eaf,потом через некоторое время меня позвала подружка
NDS_031-f-z.eaf,и мы увидели площадку
NDS_031-f-z.eaf,на на которой на асфальте было множество-множество разных червяков.
NDS_031-f-z.eaf,А дальше чего-т
NDS_032-m-z.eaf,Входит это мальчик
NDS_032-m-z.eaf,ну к другому
NDS_032-m-z.eaf,и говорит:
NDS_032-m-z.eaf,Дай мне поиграть машинку
NDS_032-m-z.eaf,А тот говорит:
NDS_032-m-z.eaf,Нет
NDS_032-m-z.eaf,я тебе не дам.
NDS_032-m-z.eaf,Потому что ты со мной дерёшься.
NDS_032-m-z.eaf,А а он говорит:
NDS_032-m-z.eaf,Ну пожалуйста!
NDS_032-m-z.eaf,Ну
NDS_032-m-z.eaf,он дал
NDS_032-m-z.eaf,и я подхожу:
NDS_032-m-z.eaf,Чего вы тут спорите?
NDS_032-m-z.eaf,И и всё.
NDS_033-m-z.eaf,Шли мы по ль лесу вот
NDS_033-m-z.eaf,и я нашёл много грибов.
NDS_033-m-z.eaf,Чем мои братья.
NDS_033-m-z.eaf,И говорю:
NDS_033-m-z.eaf,Вот у меня сколько грибов!
NDS_033-m-z.eaf,Вот и всё.
NDS_034-m-z.eaf,сон
NDS_034-m-z.eaf,это когда я потерялся.
NDS_034-m-z.eaf,Вот я вышел из дома
NDS_034-m-z.eaf,были
NDS_034-m-z.eaf,ээ никого не было дома
NDS_034-m-z.eaf,мне оставили ключи.
NDS_034-m-z.eaf,ээ Я погулял чуть-чуть
NDS_034-m-z.eaf,потом захотел есть
NDS_034-m-z.eaf,пошёл домой
NDS_034-m-z.eaf,там никого не было
NDS_034-m-z.eaf,потом начал искать своих родителей
NDS_034-m-z.eaf,по
NDS_034-m-z.eaf,вышел ээ из подъезда
NDS_034-m-z.eaf,никого нигде нет
NDS_034-m-z.eaf,обошёл вот где-то пол-улицы
NDS_034-m-z.eaf,никого не было.
NDS_034-m-z.eaf,Потом я испугался
NDS_034-m-z.eaf,побежал вот куда глаз глаза глядят
NDS_034-m-z.eaf,вдруг увидел какого-то мальчика
NDS_034-m-z.eaf,я у него спросил:
NDS_034-m-z.eaf,Где мои родители?
NDS_034-m-z.eaf,Ну
NDS_034-m-z.eaf,он сказал:
NDS_034-m-z.eaf,Возвращайся домой
NDS_034-m-z.eaf,ты увидишь их там.
NDS_034-m-z.eaf,я вернулся домой
NDS_034-m-z.eaf,и их увидел.
NDS_035-m-z.eaf,пошёл внутрь.
NDS_035-m-z.eaf,Ну не знаю
NDS_035-m-z.eaf,откуда возвращался
NDS_035-m-z.eaf,мы з мы зашли в магазин.
NDS_035-m-z.eaf,Ну
NDS_035-m-z.eaf,и она чего-то покупала
NDS_035-m-z.eaf,а я заш
NDS_035-m-z.eaf,У меня деньги были
NDS_035-m-z.eaf,тысяча
NDS_035-m-z.eaf,и я на эт ээ на эти деньги купил это кассету.
NDS_035-m-z.eaf,Всь
